Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Kenya,KEN,1992,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.000730899528889645
Kenya,KEN,1991,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00138801436947429
Kenya,KEN,1990,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00366399308413377
Kenya,KEN,1989,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00195847168847831
Kenya,KEN,1988,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00278391251370435
Kenya,KEN,1987,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0179279397188369
Kenya,KEN,1986,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00344201685318544
Kenya,KEN,1985,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.000664198495334102
Kenya,KEN,1984,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00128956707973046
Kenya,KEN,1983,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00030259733419479
Kenya,KEN,1982,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,6.7211959753714e-05
Kenya,KEN,1981,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,9.89663338668376e-05
Kenya,KEN,1980,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.000636151812164552
Kenya,KEN,1979,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.000291580552813473
Kenya,KEN,1978,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0
Kenya,KEN,1977,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0
Kenya,KEN,1976,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0
Kenya,KEN,1975,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00154633567509657
Kenya,KEN,1974,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00387434974338483
Kenya,KEN,1973,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00391492360821029
Kenya,KEN,1972,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00248796218672364
Kenya,KEN,1971,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.003199114135197
Kenya,KEN,1970,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.00555989232660929
Kenya,KEN,2021,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2020,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2019,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2018,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2017,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2016,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2015,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2014,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2013,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2012,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2011,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2010,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2009,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2008,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2007,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2006,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2005,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2004,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2003,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2002,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2001,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2000,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1999,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1998,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1997,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1996,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1995,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1994,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1993,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1992,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1991,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1990,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1989,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1988,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1987,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1986,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1985,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1984,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1983,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1982,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1981,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1980,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1979,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1978,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1977,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1976,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1975,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1974,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1973,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1972,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,1971,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0
Kenya,KEN,2021,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2020,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2019,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00284249270710658
Kenya,KEN,2018,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00146974382203769
Kenya,KEN,2017,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2016,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00658707205828154
Kenya,KEN,2015,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00766330802518443
Kenya,KEN,2014,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0225273671136455
Kenya,KEN,2013,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0251947780243645
Kenya,KEN,2012,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0230878177338188
Kenya,KEN,2011,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0288123870707702
Kenya,KEN,2010,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0166382187818553
Kenya,KEN,2009,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2008,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2007,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2006,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2005,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2004,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2003,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2002,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2001,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2000,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1999,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1998,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1997,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1996,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1995,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1994,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1993,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1992,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1991,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1990,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1989,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1988,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1987,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1986,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1985,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1984,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1983,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1982,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1981,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1980,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1979,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1978,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1977,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1976,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1975,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1974,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1973,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1972,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,1971,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0
Kenya,KEN,2021,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.22792857770901
Kenya,KEN,2020,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.26881196888613
Kenya,KEN,2019,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.22718421158535
Kenya,KEN,2018,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.36132463517161
Kenya,KEN,2017,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.31435620783369
Kenya,KEN,2016,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.65839831359762
Kenya,KEN,2015,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.70967011611946
Kenya,KEN,2014,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.64310943602707
Kenya,KEN,2013,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.66940200706872
Kenya,KEN,2012,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.90888320855534
Kenya,KEN,2011,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.9431872828815
Kenya,KEN,2010,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.67307931109746
Kenya,KEN,2009,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.24572373518734
Kenya,KEN,2008,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.63886873395414
Kenya,KEN,2007,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.63389849443088
Kenya,KEN,2006,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.95041850869952
Kenya,KEN,2005,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.07693603995981
Kenya,KEN,2004,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.12367812938474
Kenya,KEN,2003,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.08542139634021
Kenya,KEN,2002,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.73954391156623
Kenya,KEN,2001,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.14162066789234
Kenya,KEN,2000,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.31396754858766
Kenya,KEN,1999,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.26870720401928
Kenya,KEN,1998,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.53439348314472
Kenya,KEN,1997,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.73298218305284
Kenya,KEN,1996,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.49076257603273
Kenya,KEN,1995,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,7.28624749698591
Kenya,KEN,1994,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,6.33779772077113
Kenya,KEN,1993,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,6.7714107829261
Kenya,KEN,1992,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.37781135950975
Kenya,KEN,1991,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.19874848671587
Kenya,KEN,1990,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.96389860679158
Kenya,KEN,1989,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.18909110202926
Kenya,KEN,1988,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.91523138477284
Kenya,KEN,1987,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.90521260500912
Kenya,KEN,1986,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.12050008278742
Kenya,KEN,1985,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.24872575951288
Kenya,KEN,1984,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.90902463795251
Kenya,KEN,1983,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.18452479134439
Kenya,KEN,1982,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.75929620259564
Kenya,KEN,1981,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.86834518982644
Kenya,KEN,1980,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.14226305888722
Kenya,KEN,1979,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.0543218660281
Kenya,KEN,1978,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.64496675586267
Kenya,KEN,1977,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.03042248302547
Kenya,KEN,1976,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.69355964123342
Kenya,KEN,1975,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.1821812587696
Kenya,KEN,1974,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.30789046191383
Kenya,KEN,1973,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.37724169474772
Kenya,KEN,1972,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.35859435534908
Kenya,KEN,1971,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.53763851676459
Kenya,KEN,1970,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.26306923136184
Kenya,KEN,2024,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.5371563835675
Kenya,KEN,2023,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,25.9969892482358
Kenya,KEN,2022,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,26.4545443730525
Kenya,KEN,2021,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,17.9058763877296
Kenya,KEN,2020,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,14.1268595174032
Kenya,KEN,2019,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,19.2229317507877
Kenya,KEN,2018,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,19.4798817165489
Kenya,KEN,2017,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.3458555481247
Kenya,KEN,2016,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,14.7862868930038
Kenya,KEN,2015,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,15.4470002074255
Kenya,KEN,2013,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.6075434587483
Kenya,KEN,2010,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.0807536232518
Kenya,KEN,2009,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,21.4383092977713
Kenya,KEN,2008,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,27.2234004553376
Kenya,KEN,2007,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,21.3306142173539
Kenya,KEN,2006,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.1996608877838
Kenya,KEN,2005,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.9363094496892
Kenya,KEN,2004,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.2780839870636
Kenya,KEN,2003,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.0908974896155
Kenya,KEN,2002,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,15.1524457775472
Kenya,KEN,2001,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,20.8680798997121
Kenya,KEN,2000,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.1958090573601
Kenya,KEN,1999,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,15.7667522527388
Kenya,KEN,1998,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,17.4993541381986
Kenya,KEN,1997,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.1692086221614
Kenya,KEN,1996,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.418624321353
Kenya,KEN,1995,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,14.6710095450175
Kenya,KEN,1994,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,12.5293687418726
Kenya,KEN,1993,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,14.9221032040562
Kenya,KEN,1992,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,25.1534064451088
Kenya,KEN,1991,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,18.6224514929785
Kenya,KEN,1990,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,19.8819351949042
Kenya,KEN,1987,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,20.0550157771925
Kenya,KEN,1986,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,18.1810687934954
Kenya,KEN,1985,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,31.681358660145
Kenya,KEN,1984,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,30.6297178013202
Kenya,KEN,1983,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,36.3219947890582
Kenya,KEN,1982,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,37.1351737442797
Kenya,KEN,1981,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,37.3205079849497
Kenya,KEN,1980,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,33.8639902934933
Kenya,KEN,1979,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.9067899936838
Kenya,KEN,1978,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,18.0241208299991
Kenya,KEN,1977,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.2535982490559
Kenya,KEN,1976,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,25.7311750503344
Kenya,KEN,2024,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.55781165243809
Kenya,KEN,2023,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.36477865632521
Kenya,KEN,2022,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.22246073345579
Kenya,KEN,2021,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.14378231308096
Kenya,KEN,2020,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.3874536761537
Kenya,KEN,2019,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.23104662677481
Kenya,KEN,2018,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.21090479444505
Kenya,KEN,2017,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.25158747623982
Kenya,KEN,2016,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.43759521216223
Kenya,KEN,2015,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.37728515573906
Kenya,KEN,2013,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.3451286418931
Kenya,KEN,2010,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.51547149372364
Kenya,KEN,2009,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.60617080088828
Kenya,KEN,2008,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.69081373185165
Kenya,KEN,2007,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.18454146666393
Kenya,KEN,2006,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.00854803943632
Kenya,KEN,2005,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.47419020606401
Kenya,KEN,2004,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.57991765436905
Kenya,KEN,2003,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.45115589434973
Kenya,KEN,2002,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.28832375615248
Kenya,KEN,2001,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.40831156999935
Kenya,KEN,2000,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.48033845476624
Kenya,KEN,1999,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.46733318687713
Kenya,KEN,1998,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.52603576960791
Kenya,KEN,1997,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.65324585876278
Kenya,KEN,1996,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.74315385361214
Kenya,KEN,1995,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.02468401468478
Kenya,KEN,1994,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.79919628516408
Kenya,KEN,1993,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.33836755184226
Kenya,KEN,1992,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.96048870724253
Kenya,KEN,1991,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.77769075586999
Kenya,KEN,1990,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.07807799136631
Kenya,KEN,1987,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.87093468678737
Kenya,KEN,1986,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.47608038983886
Kenya,KEN,1985,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.31654229714585
Kenya,KEN,1984,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.48428435648582
Kenya,KEN,1983,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.42248767014174
Kenya,KEN,1982,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.10567446982782
Kenya,KEN,1981,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.09276874356989
Kenya,KEN,1980,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.27094370942752
Kenya,KEN,1979,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.40952275049676
Kenya,KEN,1978,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.47666176326591
Kenya,KEN,1977,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.64357757933592
Kenya,KEN,1976,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.32691071618257
Kenya,KEN,2024,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1.63087288958127
Kenya,KEN,2023,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1.8648287478394
Kenya,KEN,2022,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1.37369379382007
Kenya,KEN,2021,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,0.924149796237318
Kenya,KEN,2020,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,6.74832493327525
Kenya,KEN,2019,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,7.73708033046599
